SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,MonthlyIncome_NA,NumberOfDependents_NA,TotalPastDueEvents,HasDependents,HasRealEstateLoan,HighRevolvingUtilization,DebtRatioAboveOne,IncomePerDependent,ApproxMonthlyDebt,LogMonthlyIncome
0,0.01744619,49,0,0.16320181,7070.0,10,0,1,0,1.0,0,0,0,1,1,0,0,3535.0,1153.8367967,8.863757191604241
0,0.16402858,54,0,0.061492313,8000.0,4,0,0,0,1.0,0,0,0,1,0,0,0,4000.0,491.938504,8.987321812850125
0,0.007822095,82,0,0.002333841,9854.0,9,0,0,0,0.0,0,0,0,0,0,0,0,9854.0,22.997669214,9.19573421958682
0,0.001864808,58,0,2835.0,0.0,12,0,3,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.687385157,56,0,0.951080164,5600.0,9,0,3,0,0.0,0,0,0,0,1,0,0,5600.0,5326.0489184,8.630700432209832
0,0.047842174,68,0,0.00295593,33491.0,2,0,0,0,1.0,0,0,0,1,0,0,0,16745.5,98.99705163,10.419061883324323
0,0.212873746,37,0,0.691278265,2166.0,7,0,1,0,0.0,0,0,0,0,1,0,0,2166.0,1497.30872199,7.681099001536359
0,0.023359844,63,0,130.0,0.0,20,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
1,0.9999999,53,0,0.0,0.0,1,1,0,0,2.0,0,0,1,1,0,0,0,0.0,0.0,0.0
0,0.261134208,45,0,0.125543723,6666.0,8,0,0,0,2.0,0,0,0,1,0,0,0,2222.0,836.874457518,8.80492526261806
0,0.0,33,0,0.097067398,5830.0,4,0,0,0,0.0,0,0,0,0,0,0,0,5830.0,565.90293034,8.670943791222156
0,0.051861279,31,0,0.332686147,10300.0,9,0,3,0,1.0,0,0,0,1,1,0,0,5150.0,3426.6673141,9.239996256883693
0,0.021808465,53,0,0.097268673,3587.0,5,0,0,0,1.0,0,0,0,1,0,0,0,1793.5,348.902730051,8.185350223178686
1,0.578177728,25,0,0.590720483,2650.0,11,0,1,0,1.0,0,0,0,1,1,0,0,1325.0,1565.4092799500002,7.8826922062890254
0,0.0,51,2,2579.0,0.0,10,0,1,0,1.0,0,0,2,1,1,0,1,0.0,0.0,0.0
0,0.374548545,42,1,0.013682332,35300.0,7,0,0,0,1.0,0,0,1,1,0,0,0,17650.0,482.9863196,10.471666571132038
0,0.185378272,62,0,0.371488878,6158.0,12,0,2,0,0.0,0,0,0,0,1,0,0,6158.0,2287.628510724,8.725669705687043
0,0.583756345,77,5,4.394422311,501.0,5,0,1,0,0.0,0,0,5,0,1,0,1,501.0,2201.605577811,6.218600119691729
0,0.365547808,40,0,0.266403336,4556.0,6,0,0,0,0.0,0,0,0,0,0,0,0,4556.0,1213.733598816,8.424419791263883
0,0.043789842,85,0,31.0,0.0,3,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.142685731,34,0,0.282839645,8000.0,8,0,1,0,1.0,0,0,0,1,1,0,0,4000.0,2262.71716,8.987321812850125
0,0.0,63,0,124.0,1.2598088733336463,9,0,1,0,0.0,1,0,0,0,1,0,1,1.2598088733336463,156.21630029337214,0.8152802403866124
0,0.073895602,59,0,0.359386718,12000.0,14,0,3,0,0.0,0,0,0,0,1,0,0,12000.0,4312.640616,9.39274525863144
0,0.002426677,47,0,0.12256691,3287.0,5,0,0,0,2.0,0,0,0,1,0,0,0,1095.6666666666667,402.87743317,8.098034756176071
0,0.237803149,55,1,0.11544586,5023.0,15,0,0,0,0.0,0,0,1,0,0,0,0,5023.0,579.88455478,8.521981708148035
0,0.01859907,56,0,11.0,0.0,1,0,0,0,0.0,1,1,0,0,0,0,1,0.0,0.0,0.0
0,0.026563666,53,0,0.600978337,1430.0,9,0,1,0,0.0,0,0,0,0,1,0,0,1430.0,859.39902191,7.266128779556451
0,0.0,74,0,0.302735781,16667.0,18,0,2,0,0.0,0,0,0,0,1,0,0,16667.0,5045.697261927,9.721245992542343
0,0.716347514,31,0,0.223507301,6916.0,7,0,0,0,0.0,0,0,0,0,0,0,0,6916.0,1545.776493716,8.841737428600585
0,0.006835804,62,0,12.0,0.0,4,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.0,66,0,0.0,2667.0,2,0,0,0,0.0,0,0,0,0,0,0,0,2667.0,0.0,7.889084407035514
0,0.962828573,43,0,0.493295695,4250.0,13,0,0,0,2.0,0,0,0,1,0,0,0,1416.6666666666667,2096.50670375,8.35490952835879
0,0.023924402,58,0,0.199980002,10000.0,6,0,1,0,0.0,0,0,0,0,1,0,0,10000.0,1999.80002,9.210440366976515
0,0.9999999,71,0,0.045590882,5000.0,3,0,0,0,0.0,0,0,0,0,0,0,0,5000.0,227.95441,8.517393171418904
0,0.634175692,62,0,7019.0,0.0,24,0,6,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.603939606,57,0,0.342090234,1750.0,10,0,1,0,0.0,0,0,0,0,1,0,0,1750.0,598.6579095,7.467942332285852
0,0.356643357,47,0,0.197121152,2500.0,2,0,0,0,0.0,0,0,0,0,0,0,0,2500.0,492.80288,7.824445930877619
0,0.481398239,50,0,0.326534693,5000.0,7,0,0,0,1.0,0,0,0,1,0,0,0,2500.0,1632.673465,8.517393171418904
0,0.9999999,46,0,0.276456394,2900.0,4,0,0,0,0.0,0,0,0,0,0,0,0,2900.0,801.7235426,7.972810784121404
0,0.174130423,53,0,0.375684842,3832.0,11,0,1,0,0.0,0,0,0,0,1,0,0,3832.0,1439.624314544,8.251403065380556
0,0.222282405,67,0,159.0,0.0,2,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.015069998,54,2,0.163108598,11850.0,7,0,2,2,0.0,0,0,4,0,1,0,0,11850.0,1932.8368863,9.380167531188448
0,0.188905547,24,0,0.061128527,1275.0,3,0,0,0,0.0,0,0,0,0,0,0,0,1275.0,77.938871925,7.151485463904735
0,0.0,68,0,0.262747451,5000.0,7,0,0,0,0.0,0,0,0,0,0,0,0,5000.0,1313.737255,8.517393171418904
0,0.064907885,65,0,0.396480804,4375.0,12,0,1,0,1.0,0,0,0,1,1,0,0,2187.5,1734.6035175000002,8.383890344101816
0,0.530389663,58,0,0.53974298,2100.0,7,0,0,0,0.0,0,0,0,0,0,0,0,2100.0,1133.460258,7.650168700845001
0,0.922781111,29,4,0.21092969,3000.0,7,0,0,0,0.0,0,0,4,0,0,0,0,3000.0,632.78907,8.006700845440367
0,0.459708058,63,0,0.019423022,3500.0,1,0,0,0,0.0,0,0,0,0,0,0,0,3500.0,67.98057700000001,8.160803920954665
1,0.0,35,0,0.295573536,2100.0,7,4,0,0,0.0,0,0,4,0,0,0,0,2100.0,620.7044256,7.650168700845001
0,0.250681694,27,0,0.10475793,2395.0,4,0,0,0,0.0,0,0,0,0,0,0,0,2395.0,250.89524235,7.78155595923534
0,0.0,38,0,0.15507665,4500.0,11,0,0,0,1.0,0,0,0,1,0,0,0,2250.0,697.8449250000001,8.412054873292933
0,0.202927652,50,0,0.487601417,8750.0,18,0,2,0,0.0,0,0,0,0,1,0,0,8750.0,4266.51239875,9.076923258535832
0,0.338493947,44,0,0.125293453,11500.0,7,0,2,0,0.0,0,0,0,0,1,0,0,11500.0,1440.8747095,9.35018926709258
0,0.059122167,52,0,0.009039277,12500.0,6,0,0,0,0.0,0,0,0,0,0,0,0,12500.0,112.9909625,9.433563920090563
1,0.897009967,49,0,0.000413693,19337.0,1,0,0,0,0.0,0,0,0,0,0,0,0,19337.0,7.999581541,9.869827351043494
0,0.139794408,64,0,123.0,0.0,3,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.778386028,60,0,0.381737346,14619.0,21,0,3,0,1.0,0,0,0,1,1,0,0,7309.5,5580.618261174,9.59014573330377
0,0.900420816,40,1,0.131174452,6700.0,6,1,0,0,1.0,0,0,2,1,0,0,0,3350.0,878.8688284,8.81001204797317
0,0.001772647,56,0,80.0,0.0,5,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.211433458,43,0,0.535744043,6000.0,6,0,2,0,1.0,0,0,0,1,1,0,0,3000.0,3214.464258,8.699681400989514
0,0.02179891,50,0,2577.0,0.0,5,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.0,34,0,1291.0,0.0,6,0,1,0,0.0,0,0,0,0,1,0,1,0.0,0.0,0.0
0,0.654162997,47,0,0.561741314,7166.0,5,0,2,0,0.0,0,0,0,0,1,0,0,7166.0,4025.438256124,8.877242435993919
0,0.660351043,43,0,0.559789218,7400.0,7,0,2,0,2.0,0,0,0,1,1,0,0,2466.6666666666665,4142.4402132000005,8.909370405197466
0,0.041948159,64,0,1513.0,0.0,16,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.0,37,0,0.331836887,2672.0,3,0,0,0,3.0,0,0,0,1,0,0,0,668.0,886.6681620640001,7.890956716138919
0,0.103458673,64,0,0.671744823,4200.0,13,0,1,0,1.0,0,0,0,1,1,0,0,2100.0,2821.3282566000003,8.343077871169383
0,0.639311044,40,0,0.648604933,4945.0,16,0,1,0,5.0,0,0,0,1,1,0,0,824.1666666666666,3207.351393685,8.506334448081361
1,0.9999999,53,0,0.233478508,5280.0,6,0,0,0,0.0,0,0,0,0,0,0,0,5280.0,1232.76652224,8.571870752706934
0,0.025971252,50,0,0.108346568,5666.0,13,0,0,0,0.0,0,0,0,0,0,0,0,5666.0,613.891654288,8.64241515616962
0,0.374762524,58,0,0.084366253,2500.0,2,0,0,0,0.0,0,0,0,0,0,0,0,2500.0,210.9156325,7.824445930877619
1,1.061938062,33,0,0.767246551,5000.0,7,2,1,0,0.0,0,0,2,0,1,1,0,5000.0,3836.232755000001,8.517393171418904
0,0.006492663,61,0,0.363543441,2934.0,4,0,1,0,0.0,0,0,0,0,1,0,0,2934.0,1066.6364558940002,7.984462732262196
0,0.91867751,40,3,1560.0,0.0,5,0,0,0,0.0,1,0,3,0,0,0,1,0.0,0.0,0.0
0,0.056156261,57,0,2322.0,0.0,5,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.307334146,35,0,0.135642136,4850.0,9,0,0,0,0.0,0,0,0,0,0,0,0,4850.0,657.8643596,8.486940148245216
0,0.488969179,46,0,0.259880055,13005.0,14,0,1,0,1.0,0,0,0,1,1,0,0,6502.5,3379.740115275,9.473166068429098
0,0.123115953,30,0,1.327115256,1500.0,8,1,1,0,0.0,0,0,1,0,1,0,1,1500.0,1990.672884,7.313886831633462
0,0.007524019,30,0,0.186232505,3500.0,7,0,0,0,2.0,0,0,0,1,0,0,0,1166.6666666666667,651.8137674999999,8.160803920954665
0,0.500577666,45,0,0.129364713,6500.0,4,0,0,0,2.0,0,0,0,1,0,0,0,2166.6666666666665,840.8706344999999,8.77971129020447
0,0.459792504,71,0,0.417833196,8500.0,17,0,1,0,0.0,0,0,0,0,1,0,0,8500.0,3551.582166,9.04793908261736
0,0.0,63,0,335.0,0.0,5,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.339917544,41,0,0.397403373,6700.0,7,0,2,0,2.0,0,0,0,1,1,0,0,2233.333333333333,2662.6025991,8.81001204797317
0,0.123198591,44,0,0.216222702,8333.0,14,0,1,0,2.0,0,0,0,1,1,0,0,2777.6666666666665,1801.783775766,9.0280988119824
0,0.0,27,0,0.159900062,1600.0,4,0,1,0,0.0,0,0,0,0,1,0,0,1600.0,255.84009920000003,7.378383712996714
0,0.434479518,56,1,0.543076154,6000.0,14,0,1,0,0.0,0,0,1,0,1,0,0,6000.0,3258.456924,8.699681400989514
0,0.029253755,70,0,698.0,0.0,10,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.908940619,57,0,2110.0,0.0,8,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.555880739,43,1,0.651669666,5000.0,11,0,1,0,2.0,0,0,1,1,1,0,0,1666.6666666666667,3258.34833,8.517393171418904
0,0.9999999,27,98,0.0,1821.0,0,98,0,98,2.0,0,0,294,1,0,0,0,607.0,0.0,7.507690077819904
0,0.035565408,83,2,0.073422014,7667.0,8,1,0,1,0.0,0,0,4,0,0,0,0,7667.0,562.926581338,8.944811104165534
0,0.9999999,50,0,0.281316969,5132.0,3,1,2,1,3.0,0,0,2,1,1,0,0,1283.0,1443.718684908,8.543445562560303
0,0.021659569,60,0,1099.0,0.0,10,0,1,0,2.0,1,0,0,1,1,0,1,0.0,0.0,0.0
0,0.082191601,80,0,1936.0,0.0,12,0,1,0,1.0,1,0,0,1,1,0,1,0.0,0.0,0.0
0,0.034465673,60,0,0.044154402,3600.0,14,0,0,0,0.0,0,0,0,0,0,0,0,3600.0,158.95584720000002,8.188966863648876
0,0.278047581,43,0,0.502279077,6800.0,13,0,1,0,1.0,0,0,0,1,1,0,0,3400.0,3415.4977236,8.824824939175638
0,0.086363757,66,1,0.448193592,2933.0,13,0,1,0,0.0,0,0,1,0,1,0,0,2933.0,1314.551805336,7.984121958702927
0,0.013666016,78,0,0.001738752,4600.0,2,0,0,0,0.0,0,0,0,0,0,0,0,4600.0,7.998259200000001,8.434028950155469
0,0.00347046,60,0,0.021868166,3200.0,7,0,0,0,0.0,0,0,0,0,0,0,0,3200.0,69.9781312,8.071218539969863
0,0.276380445,68,0,0.542292883,8050.0,8,0,2,0,0.0,0,0,0,0,1,0,0,8050.0,4365.45770815,8.993551586299981
0,0.71749333,50,1,1.156337465,2500.0,12,0,2,0,0.0,0,0,1,0,1,0,1,2500.0,2890.8436625,7.824445930877619
0,0.182006205,59,0,0.098152075,3300.0,4,0,0,0,0.0,0,0,0,0,0,0,0,3300.0,323.90184750000003,8.101980731853192
1,0.9999999,57,1,0.038568257,3603.0,3,0,0,0,1.0,0,0,1,1,0,0,0,1801.5,138.961429971,8.189799618728228
0,0.389453685,75,0,7715.0,0.0,6,0,2,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
1,0.692891766,47,1,5051.0,0.0,13,0,4,1,0.0,1,0,2,0,1,0,1,0.0,0.0,0.0
0,0.218704451,38,0,1653.0,0.0,4,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
1,0.725338388,72,0,0.563393973,7200.0,12,0,2,0,0.0,0,0,0,0,1,0,0,7200.0,4056.4366056,8.881975184248867
0,0.645281232,43,0,0.355028426,5100.0,7,0,0,0,1.0,0,0,0,1,0,0,0,2550.0,1810.6449726,8.537191877922927
0,0.941926452,51,0,0.235367632,4800.0,3,0,0,0,2.0,0,0,0,1,0,0,0,1600.0,1129.7646336,8.476579508530941
0,0.003109799,73,0,979.0,0.0,6,0,2,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.004874878,81,0,0.000402414,12424.0,2,0,0,0,1.0,0,0,0,1,0,0,0,6212.0,4.9995915360000005,9.427465850964827
1,0.629914664,66,1,0.587872892,3083.0,14,0,1,0,0.0,0,0,1,0,1,0,0,3083.0,1812.412126036,8.03398273468322
0,0.012684179,30,0,0.097975506,4000.0,11,0,0,0,0.0,0,0,0,0,0,0,0,4000.0,391.902024,8.294299608857235
0,0.635417892,55,0,0.704345435,3635.0,9,0,1,0,1.0,0,0,0,1,1,0,0,1817.5,2560.295656225,8.19863945529737
0,0.408037255,40,0,0.62780003,6740.0,17,0,2,0,0.0,0,0,0,0,1,0,0,6740.0,4231.372202199999,8.815963560853438
0,0.0,44,0,0.0,15800.0,4,0,0,0,1.0,0,0,0,1,0,0,0,7900.0,0.0,9.6678285081515
0,0.9999999,51,1,0.862231916,2750.0,3,0,2,1,2.0,0,0,2,1,1,0,0,916.6666666666666,2371.137769,7.919719760924575
0,0.9999999,47,0,0.031578947,9404.0,7,0,0,0,2.0,0,0,0,1,0,0,0,3134.6666666666665,296.968417588,9.14899674173513
0,0.355575387,43,0,0.967129109,8000.0,10,0,2,0,2.0,0,0,0,1,1,0,0,2666.6666666666665,7737.032872000001,8.987321812850125
0,0.314742806,37,0,0.402996255,8009.0,7,0,1,0,2.0,0,0,0,1,1,0,0,2669.6666666666665,3227.597006295,8.988446040062405
0,0.761149024,58,1,2217.0,0.0,4,0,1,0,0.0,1,0,1,0,1,0,1,0.0,0.0,0.0
0,0.015146925,52,3,0.000383436,2607.0,4,0,0,0,0.0,0,0,3,0,0,0,0,2607.0,0.999617652,7.866338923046544
0,0.020628179,63,0,837.0,0.0,8,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.665132519,47,4,0.324540463,8377.0,5,0,1,0,1.0,0,0,4,1,1,0,0,4188.5,2718.675458551,9.03336450150698
0,0.675606299,57,0,2696.0,0.0,4,0,2,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
1,0.023629043,33,0,0.319518453,5066.0,15,0,2,0,0.0,0,0,0,0,1,0,0,5066.0,1618.6804828979998,8.53050420547591
0,0.042383404,75,0,76.0,0.0,2,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.02139383,51,0,0.379217997,5600.0,12,0,2,0,1.0,0,0,0,1,1,0,0,2800.0,2123.6207832,8.630700432209832
0,0.028955263,44,0,0.180963572,850.0,6,0,0,0,2.0,0,0,0,1,0,0,0,283.3333333333333,153.8190362,6.746412128573375
0,0.000819645,86,0,0.0,7000.0,6,0,0,0,0.0,0,0,0,0,0,0,0,7000.0,0.0,8.853808274977197
0,1.997789706,59,0,0.315596822,11200.0,11,0,1,0,5.0,0,0,0,1,1,1,0,1866.6666666666667,3534.6844064,9.32375833901174
0,0.132778577,59,1,0.247119322,10500.0,16,0,1,0,0.0,0,0,1,0,1,0,0,10500.0,2594.752881,9.259225769705994
0,0.438179776,39,0,0.152596185,40000.0,11,0,4,0,0.0,0,0,0,0,1,0,0,40000.0,6103.8474,10.59665973278358
0,0.718290234,40,0,0.274230376,12700.0,13,0,2,0,3.0,0,0,0,1,1,0,0,3175.0,3482.7257752,9.44943600950432
0,0.487991848,62,0,4099.0,0.0,20,0,3,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.599360043,36,0,0.0489002,5500.0,3,0,0,0,0.0,0,0,0,0,0,0,0,5500.0,268.9511,8.612685172875459
0,0.512060051,44,1,0.412406271,4400.0,14,0,0,0,1.0,0,0,1,1,0,0,0,2200.0,1814.5875924,8.38958706681109
0,0.656426871,48,0,0.435312767,8200.0,6,0,1,0,2.0,0,0,0,1,1,0,0,2733.333333333333,3569.5646894,9.012011377036412
0,0.438298349,55,0,0.565858535,4000.0,14,0,2,0,0.0,0,0,0,0,1,0,0,4000.0,2263.4341400000003,8.294299608857235
0,0.722200369,48,0,0.376660477,7000.0,10,0,1,0,0.0,0,0,0,0,1,0,0,7000.0,2636.623339,8.853808274977197
0,0.06081031,77,0,311.0,0.0,15,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.173664667,49,0,0.225411158,3100.0,6,0,0,0,0.0,0,0,0,0,0,0,0,3100.0,698.7745898000001,8.03947991910045
0,0.201119552,26,0,0.459901178,2630.0,6,0,1,0,1.0,0,0,0,1,1,0,0,1315.0,1209.54009814,7.875119281040293
0,0.940749384,71,2,0.434324065,7300.0,16,0,0,0,1.0,0,0,2,1,0,0,0,3650.0,3170.5656745,8.895766604056085
0,0.603630862,30,0,0.201454105,3300.0,3,0,0,0,0.0,0,0,0,0,0,0,0,3300.0,664.7985464999999,8.101980731853192
0,0.046362793,37,0,0.398032539,18500.0,11,0,2,0,0.0,0,0,0,0,1,0,0,18500.0,7363.6019715,9.825580063659602
0,1.51930759,23,0,0.055925433,750.0,2,2,0,0,0.0,0,0,2,0,0,1,0,750.0,41.94407475,6.621405651764134
0,0.269328057,62,0,0.853654512,6060.0,22,0,3,0,1.0,0,0,0,1,1,0,0,3030.0,5173.14634272,8.709630081951286
0,0.072837087,83,0,59.0,0.0,1,0,0,0,0.0,1,1,0,0,0,0,1,0.0,0.0,0.0
1,0.004255206,76,2,0.165454264,6460.0,12,0,2,1,0.0,0,0,3,0,1,0,0,6460.0,1068.8345454399998,8.773539383558166
0,0.491950416,42,0,0.866779089,4150.0,17,0,1,0,2.0,0,0,0,1,1,0,0,1383.3333333333333,3597.13321935,8.33110454805304
0,0.178475546,42,0,0.251336898,4300.0,11,0,0,0,0.0,0,0,0,0,0,0,0,4300.0,1080.7486614,8.366602832783736
0,0.88388676,38,0,0.41309324,6552.0,7,0,2,0,2.0,0,0,0,1,1,0,0,2184.0,2706.58690848,8.787678239039497
0,0.017584072,66,0,0.145980536,7500.0,9,0,1,0,0.0,0,0,0,0,1,0,0,7500.0,1094.85402,8.922791623969637
0,0.208684294,40,0,0.441799572,4200.0,16,0,2,0,4.0,0,0,0,1,1,0,0,840.0,1855.5582024,8.343077871169383
0,0.9999999,31,0,0.0,7500.0,0,1,0,0,0.0,0,0,1,0,0,0,0,7500.0,0.0,8.922791623969637
0,0.179828344,35,0,0.254223652,8700.0,7,0,1,0,2.0,0,0,0,1,1,0,0,2900.0,2211.7457724,9.071193240566023
1,0.262463259,53,1,0.438659359,4743.0,8,0,1,0,0.0,0,0,1,0,1,0,0,4743.0,2080.5613397370003,8.464635940677562
0,0.044141281,62,0,1242.0,0.0,8,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.051498283,56,0,0.180149064,5500.0,3,0,1,0,1.0,0,0,0,1,1,0,0,2750.0,990.819852,8.612685172875459
1,1.253651038,56,2,427.0,0.0,4,2,0,0,0.0,1,0,4,0,0,1,1,0.0,0.0,0.0
0,0.059496281,58,0,28.0,0.0,1,0,0,0,0.0,1,1,0,0,0,0,1,0.0,0.0,0.0
0,0.168904954,55,0,0.724425192,3000.0,15,0,1,0,0.0,0,0,0,0,1,0,0,3000.0,2173.275576,8.006700845440367
0,0.9999999,25,0,266.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0
0,0.225261963,51,0,0.331605258,5400.0,13,0,1,0,3.0,0,0,0,1,1,0,0,1350.0,1790.6683932,8.594339400592892
0,0.103322417,43,0,0.481754386,5699.0,12,0,3,0,0.0,0,0,0,0,1,0,0,5699.0,2745.518245814,8.648221453822641
0,0.017479301,52,0,3060.5,1.0,15,0,1,0,2.0,0,0,0,1,1,0,1,0.3333333333333333,3060.5,0.6931471805599453
0,0.286874522,48,0,1.027491409,2036.0,10,0,1,0,2.0,0,0,0,1,1,0,1,678.6666666666666,2091.972508724,7.619233416226805
0,0.076883166,59,1,2771.0,0.0,12,0,2,0,0.0,1,0,1,0,1,0,1,0.0,0.0,0.0
0,0.845436376,36,0,0.119133574,3600.0,3,0,0,0,0.0,0,0,0,0,0,0,0,3600.0,428.8808664,8.188966863648876
0,0.842885713,33,0,0.182561015,9300.0,10,0,0,0,1.0,0,0,0,1,0,0,0,4650.0,1697.8174395,9.137877200242468
0,0.047792829,52,0,1570.0,0.0,9,0,2,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.517424615,47,0,0.629422719,2684.0,9,0,1,0,0.0,0,0,0,0,1,0,0,2684.0,1689.370577796,7.895436006942965
0,0.040993168,26,0,0.075974675,3000.0,5,0,0,0,0.0,0,0,0,0,0,0,0,3000.0,227.92402500000003,8.006700845440367
0,0.794664652,33,1,0.367516849,7566.0,18,0,1,0,0.0,0,0,1,0,1,0,0,7566.0,2780.632479534,8.931551966694522
0,1.661129568,26,0,0.017462165,858.0,0,1,0,0,0.0,0,0,1,0,0,1,0,858.0,14.982537570000002,6.755768921984255
0,0.500813319,51,0,689.0,0.0,6,0,0,0,0.0,1,0,0,0,0,0,1,0.0,0.0,0.0
0,0.102684291,66,0,0.117893534,10500.0,10,0,1,0,0.0,0,0,0,0,1,0,0,10500.0,1237.882107,9.259225769705994
0,0.760662295,53,0,0.220168443,13416.0,12,0,4,0,0.0,0,0,0,0,1,0,0,13416.0,2953.779831288,9.504277838590472
0,0.00359964,50,0,0.278267079,4200.0,2,0,1,0,2.0,0,0,0,1,1,0,0,1400.0,1168.7217317999998,8.343077871169383
0,0.16562063,40,0,0.182952582,5208.0,8,0,0,0,2.0,0,0,0,1,0,0,0,1736.0,952.817047056,8.558143177745192
0,1.082262211,28,3,462.0,0.0,3,0,0,0,4.0,1,0,3,1,0,1,1,0.0,0.0,0.0
0,0.064320944,47,0,438.0,0.0,9,0,0,0,3.0,1,0,0,1,0,0,1,0.0,0.0,0.0
0,0.037873245,73,0,0.484075044,4583.0,11,0,2,0,0.0,0,0,0,0,1,0,0,4583.0,2218.515926652,8.430327258394575
0,0.379331033,39,0,2296.0,0.0,3,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.071640299,58,0,0.271403465,3982.0,9,0,1,0,0.0,0,0,0,0,1,0,0,3982.0,1080.72859763,8.289790583181643
0,0.665192174,45,1,5275.0,0.0,8,0,3,0,1.0,1,0,1,1,1,0,1,0.0,0.0,0.0
0,0.14860533,30,0,0.114905399,4333.0,8,0,0,0,0.0,0,0,0,0,0,0,0,4333.0,497.885093867,8.374246182096304
0,0.082141229,38,0,0.068158432,69000.0,8,0,2,0,0.0,0,0,0,0,1,0,0,69000.0,4702.931808,11.141876276228
0,0.023744428,68,0,0.169261534,7000.0,6,0,1,0,0.0,0,0,0,0,1,0,0,7000.0,1184.830738,8.853808274977197
0,0.364642235,37,1,1276.0,0.0,16,0,0,1,3.0,1,0,2,1,0,0,1,0.0,0.0,0.0
0,0.001243872,54,0,2240.0,0.0,3,0,1,0,0.0,1,1,0,0,1,0,1,0.0,0.0,0.0
0,0.028395788,63,1,2197.0,0.0,21,0,2,0,0.0,1,1,1,0,1,0,1,0.0,0.0,0.0
0,0.9999999,56,0,75.0,0.0,0,1,0,0,0.0,1,1,1,0,0,0,1,0.0,0.0,0.0
0,0.0,36,0,0.242303079,2500.0,10,0,0,0,0.0,0,0,0,0,0,0,0,2500.0,605.7576975000001,7.824445930877619
0,0.712920546,55,0,0.44347898,12083.0,15,0,1,0,4.0,0,0,0,1,1,0,0,2416.6,5358.55651534,9.399637542506564
1,0.855381539,33,0,0.489704566,3350.0,6,1,1,0,2.0,0,0,1,1,1,0,0,1116.6666666666667,1640.5102961,8.11701408773731
0,0.001297677,57,0,0.079968013,2500.0,5,0,0,0,0.0,0,0,0,0,0,0,0,2500.0,199.9200325,7.824445930877619
0,0.642383723,52,0,0.42289606,6166.0,10,0,1,0,2.0,0,0,0,1,1,0,0,2055.333333333333,2607.57710596,8.726967774991493
0,0.013889811,63,0,0.232038398,13333.0,11,0,1,0,3.0,0,0,0,1,1,0,0,3333.25,3093.767960534,9.498072443178003
0,0.12824076,48,0,0.24835033,5000.0,8,0,1,0,2.0,0,0,0,1,1,0,0,1666.6666666666667,1241.75165,8.517393171418904
0,0.530720274,63,0,0.630493475,13333.0,13,0,3,0,0.0,0,0,0,0,1,0,0,13333.0,8406.369502174999,9.498072443178003
0,0.137829505,48,1,0.043735225,3383.0,5,0,0,0,0.0,0,0,1,0,0,0,0,3383.0,147.956266175,8.126813720726114
0,0.385598405,35,0,1753.0,0.0,8,0,1,0,0.0,1,0,0,0,1,0,1,0.0,0.0,0.0
0,0.043594985,54,0,0.77103271,7000.0,15,0,2,0,0.0,0,0,0,0,1,0,0,7000.0,5397.22897,8.853808274977197
0,0.360537415,41,0,0.5063038,11500.0,12,0,2,0,4.0,0,0,0,1,1,0,0,2300.0,5822.4937,9.35018926709258
